GAGEID,COMID,svc_sd,xgb_sd,NUSVR_alpha,NuSVR_beta,GP_alpha,GP_beta,Jan_NN,Feb_NN,March_NN,April_NN,May_NN,June_NN,July_NN,Aug_NN,Sept_NN,Oct_NN,Nov_NN,Dec_NN,NN_td,Jan_XT,Feb_XT,March_XT,April_XT,May_XT,June_XT,July_XT,Aug_XT,Sept_XT,Oct_XT,Nov_XT,Dec_XT,XT_td,Jan_RF,Feb_RF,March_RF,April_RF,May_RF,June_RF,July_RF,Aug_RF,Sept_RF,Oct_RF,Nov_RF,Dec_RF,RF_td
6357505,24036340,2,2,2.058175592,0.088900635,2.058175592,0.088900635,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,1,1,1,1,1,1,1,0,7
6340613,23010550,3,2,1.28797152,0.133333314,1.28797152,0.133333314,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
1531600,14048803,2,2,3.087306442,0.041744111,3.087306442,0.041744111,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,0,1,1,1,1,1,1,1,1,0,0,0,8
1531300,14068119,1,1,0.342507933,0.086213027,0.342507933,0.086213027,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,1,1,1,1,1,1,1,0,0,0,9,0,1,1,1,1,1,1,1,0,0,0,0,7
ADHI_813,12096530,1,1,0.025432063,0.354630655,0.025432063,0.354630655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4
7263450,74060961,1,1,0.91484408,0.132181978,0.91484408,0.132181978,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6
5866301,57002529,2,1,10.97974737,0.22002992,10.97974737,0.22002992,1,1,1,1,1,1,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,1,6
3637771,62099416,2,3,4.061096895,0.032311596,4.061096895,0.032311596,1,1,1,1,0,1,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
6503131,23005839,1,1,7.764072194,0.151410218,7.764072194,0.151410218,1,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,5,1,0,0,0,0,0,1,1,1,1,1,1,6
4214900,72003772,0,0,3.416435998,0.045855027,3.416435998,0.045855027,0,0,0,0,0,1,1,1,1,1,0,0,5,1,1,0,0,1,1,1,1,1,1,1,1,9,0,0,0,0,1,1,1,1,1,1,0,0,6
1324580,14084545,2,2,5.792096251,0.049634162,5.792096251,0.049634162,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
1160740,12091848,1,1,0.216094679,0.245456119,0.216094679,0.245456119,0,1,1,1,1,0,0,0,0,0,0,1,4,0,0,1,1,1,1,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,1,3
10026500,77000904,2,2,0.284524747,0.100492915,0.284524747,0.100492915,0,0,0,1,1,1,1,1,1,0,0,0,6,1,0,0,1,1,1,0,1,1,1,1,1,8,1,0,0,1,1,1,0,1,1,1,1,1,8
6220120,23010598,2,2,1.999862747,0.052159689,1.999862747,0.052159689,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7
5606140,56139789,1,1,0.130830907,0.2363128,0.130830907,0.2363128,0,1,1,1,1,1,1,1,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5606030,56155985,1,1,0.189157565,0.231167328,0.189157565,0.231167328,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5101050,56009596,2,2,2.075478534,0.04021576,2.075478534,0.04021576,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10
5075000,71043912,2,2,0.995399769,0.068743748,0.995399769,0.068743748,0,0,0,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,1,0,1,1,1,1,0,5,0,0,0,0,0,1,0,1,1,1,1,0,5
4208871,82029840,1,1,1.588631995,0.115994903,1.588631995,0.115994903,1,1,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
3649421,62139333,3,3,2.915858409,0.044257787,2.915858409,0.044257787,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3637773,62114146,2,3,3.372202901,0.035990515,3.372202901,0.035990515,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3624250,62054771,2,3,10.98943527,0.029576158,10.98943527,0.029576158,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8
2084472,73009286,2,2,1.977788857,0.097151338,1.977788857,0.097151338,0,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
11140000,77028062,2,1,0.346240653,0.107605207,0.346240653,0.107605207,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8
9419756,77021548,0,0,0.054148488,0.134485433,0.054148488,0.134485433,0,0,0,0,0,0,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,0,0,1,1,1,1,5
9215000,77001471,2,2,0.054146647,0.237871231,0.054146647,0.237871231,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,1,1,1,1,1,9
8067252,75011427,3,2,1.817792774,0.058754695,1.817792774,0.058754695,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,4
6503353,23002353,2,2,4.400213395,0.154760962,4.400213395,0.154760962,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,1,9
5708140,56003583,2,2,3.428999357,0.038879278,3.428999357,0.038879278,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,1,1,10
5607200,56061947,1,1,0.017863522,0.311785964,0.017863522,0.311785964,1,1,1,0,1,0,0,0,0,1,0,1,5,1,1,1,0,1,1,1,1,0,1,1,1,9,1,1,0,0,0,1,1,1,1,1,1,1,8
4245860,78012400,1,1,17.76362628,0.030632197,17.76362628,0.030632197,1,0,0,0,0,1,1,1,1,1,1,0,7,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
3650526,63004177,2,2,0.245988016,0.102611544,0.245988016,0.102611544,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,0,1,1,1,1,1,10
6136151,23018442,2,2,2.081563567,0.071964013,2.081563567,0.071964013,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7
5101460,56115002,1,0,0.143270276,0.219458311,0.143270276,0.219458311,1,1,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
5101450,56105325,1,1,0.000117028,0.217952391,0.000117028,0.217952391,1,1,1,1,1,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
5101305,56083940,1,1,0.001249939,0.494681266,0.001249939,0.494681266,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
5101116,56020016,2,2,7.559083539,0.104102295,7.559083539,0.104102295,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
5101110,56020134,2,2,7.420776054,0.096864711,7.420776054,0.096864711,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
3649325,62099464,2,3,2.855100787,0.037676118,2.855100787,0.037676118,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
ADHI_1047,12075175,0,0,0.005711162,0.288098646,0.005711162,0.288098646,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,1,1,1,0,0,0,1,1,4,0,0,0,0,1,1,1,0,0,0,0,0,3
9519800,77027167,3,1,0.005592051,0.404026357,0.005592051,0.404026357,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,1,1,1,1,1,1,1,8
6136520,23014824,2,2,1.627753832,0.069092138,1.627753832,0.069092138,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7
5606274,56156328,1,2,0.652402012,0.423694768,0.652402012,0.423694768,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5606135,56147345,1,1,1.202604457,0.288544226,1.202604457,0.288544226,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5606090,56156802,1,1,0.492928775,0.492031804,0.492928775,0.492031804,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
5104230,56081389,0,1,0.000604044,0.208327491,0.000604044,0.208327491,1,1,1,1,1,1,1,0,0,0,1,1,8,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,7
5101290,56050654,0,1,0.014229808,0.097353838,0.014229808,0.097353838,1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
5101205,56029169,2,2,0.275736481,0.076636341,0.275736481,0.076636341,1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,1,0,0,0,0,0,1,1,1,1,6
3410500,74054981,2,2,4.392789723,0.058926299,4.392789723,0.058926299,1,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,4
1159570,12075412,1,1,0.16665031,0.165598028,0.16665031,0.165598028,1,1,1,1,1,0,0,0,0,0,1,1,6,0,0,1,1,1,1,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,0,4
ADHI_437,15001258,1,1,0.688386254,0.074467457,0.688386254,0.074467457,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,1,1,1,1,1,5
6921760,74045911,2,2,1.169541738,0.099891349,1.169541738,0.099891349,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,3
5606050,56155660,1,1,0.566701096,0.322682458,0.566701096,0.322682458,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5109110,56016842,1,1,0.138197139,0.148489107,0.138197139,0.148489107,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9
4102400,81014712,1,0,2.403989198,0.047376229,2.403989198,0.047376229,0,0,0,0,0,1,1,1,1,1,1,0,6,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
3666200,64001936,1,2,1.713830598,0.041983294,1.713830598,0.041983294,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3666050,64001850,3,1,2.344165712,0.040665543,2.344165712,0.040665543,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3650520,63001344,2,2,0.468653774,0.082714707,0.468653774,0.082714707,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,11
3649860,62085761,2,3,4.350311604,0.035508829,4.350311604,0.035508829,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649855,62070363,2,2,3.251736778,0.038087529,3.251736778,0.038087529,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,0,1,1,1,1,1,1,9
3649850,62071408,2,2,2.450253649,0.033699939,2.450253649,0.033699939,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,0,1,1,1,1,1,1,9
3649515,62142223,2,2,2.961816758,0.049604183,2.961816758,0.049604183,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649413,62126981,3,3,2.631462831,0.048416322,2.631462831,0.048416322,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649412,62139356,3,3,3.077953904,0.036350269,3.077953904,0.036350269,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
wfrs_kuzhi,45103270,1,1,3.636940345,0.058389598,3.636940345,0.058389598,0,0,0,1,0,1,1,1,1,0,0,0,5,0,0,1,1,1,1,1,1,0,0,0,0,6,0,0,1,1,1,1,1,0,0,0,0,0,5
12211200,78014112,2,2,13.55634736,0.021795392,13.55634736,0.021795392,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,1,1,1,1,0,0,0,4
10259100,77028169,0,1,0.085216387,0.26185098,0.085216387,0.26185098,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,0,1,1,1,1,1,6
6503354,23002507,2,2,4.502044629,0.150119435,4.502044629,0.150119435,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,1,9
6342620,22014399,2,2,3.621910435,0.057274726,3.621910435,0.057274726,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6131000,74005075,2,0,0.003559375,0.366039391,0.003559375,0.366039391,0,0,0,1,1,1,0,1,1,0,0,0,5,0,0,0,1,1,1,1,1,1,1,0,0,7,0,0,0,1,1,1,0,1,1,0,0,0,5
6027600,74009962,2,2,0.510534035,0.071751714,0.510534035,0.071751714,1,0,0,0,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
5606130,56139506,1,1,0.187795857,0.234515657,0.187795857,0.234515657,0,1,1,1,1,1,1,1,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5355250,74009172,2,2,1.167114871,0.087345194,1.167114871,0.087345194,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,3
5204013,56165573,2,2,0.281629989,0.106890118,0.281629989,0.106890118,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,1,1,4
5202100,56142584,1,1,0.038066854,0.1536333,0.038066854,0.1536333,0,0,0,1,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
5141050,51010844,2,1,18.34644714,0.08920527,18.34644714,0.08920527,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
5101100,56007761,2,1,2.452592661,0.156441186,2.452592661,0.156441186,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,0,1,1,1,1,1,6
4151804,75022665,1,1,0.022322405,0.269128578,0.022322405,0.269128578,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,4
3650370,63003697,2,2,2.865703831,0.041726007,2.865703831,0.041726007,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,0,1,1,1,1,1,1,10
3649619,62113873,3,3,2.801729316,0.05364908,2.801729316,0.05364908,1,1,1,1,1,1,1,1,1,0,1,0,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649614,62140076,2,3,3.204445305,0.037524256,3.204445305,0.037524256,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649459,62139586,3,3,3.418574434,0.036143318,3.418574434,0.036143318,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649424,62127217,3,3,2.937701372,0.049688779,2.937701372,0.049688779,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649321,62100091,2,3,2.118767288,0.042376053,2.118767288,0.042376053,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3265100,64040752,0,0,0.06981282,0.150049713,0.06981282,0.150049713,1,1,1,0,1,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,1,4
2479310,73020273,2,2,3.154324239,0.076157235,3.154324239,0.076157235,1,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,5
1320150,14069636,3,3,9.374010563,0.037396011,9.374010563,0.037396011,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,1,0,1,10,1,1,1,1,1,1,1,1,1,1,0,1,10
narm_dhuls,45071291,2,1,0.485229763,0.080019802,0.485229763,0.080019802,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
5607405,56045961,1,1,0.023922366,0.2897557,0.023922366,0.2897557,1,1,1,0,1,0,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,1,1,1,1,1,1,1,8
5204303,56155872,1,1,0.015997257,0.16316205,0.015997257,0.16316205,1,1,1,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,1,1,4
5204181,56123148,1,1,0.020418074,0.371974182,0.020418074,0.371974182,1,0,1,1,1,0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,0,0,0,0,1,1,1,1,5
5202410,56161497,1,1,0.116617743,0.219377721,0.116617743,0.219377721,1,1,1,1,1,0,0,0,0,0,0,0,5,1,1,1,0,1,0,0,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,0,1,1,4
5202067,56126521,1,1,1.331072759,0.132808915,1.331072759,0.132808915,1,1,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,1,4
3650280,63003928,2,2,1.941331345,0.029520887,1.941331345,0.029520887,1,1,1,1,1,0,1,1,1,1,1,1,10,1,1,1,0,1,0,1,1,1,1,1,1,9,1,1,1,1,1,0,1,1,1,1,1,1,10
3649904,62068717,2,3,2.841808271,0.034839656,2.841808271,0.034839656,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649870,62085997,2,3,4.121739054,0.029869827,4.121739054,0.029869827,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649310,62086383,2,3,2.899188225,0.040124479,2.899188225,0.040124479,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
maha_tikar,45079463,2,2,2.898368993,0.049313952,2.898368993,0.049313952,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,0,0,0,1,8
ADHI_700,12091921,0,0,0.02751819,0.399490958,0.02751819,0.399490958,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,1,1,1,1,1,1,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,3
6935545,23022420,0,0,6.638732715,0.037065018,6.638732715,0.037065018,0,0,0,0,1,1,1,1,1,0,0,0,5,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,1,1,1,1,1,1,1,1,8
6349350,21003076,2,1,3.412561957,0.050092217,3.412561957,0.050092217,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6348201,21003618,2,2,4.296402442,0.142465309,4.296402442,0.142465309,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6
6221630,23009695,2,2,2.090482281,0.062342288,2.090482281,0.062342288,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6
6216820,23028507,2,2,0.908232015,0.085853155,0.908232015,0.085853155,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
6216630,23030232,1,1,0.447537653,0.140832075,0.447537653,0.140832075,0,0,0,0,0,0,1,1,1,1,1,1,5,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
6139840,21001897,1,1,8.639516218,0.080432551,8.639516218,0.080432551,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6139830,21001466,2,2,5.089447318,0.083882396,5.089447318,0.083882396,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139750,21002021,2,1,6.35442731,0.052290966,6.35442731,0.052290966,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,7,1,0,0,0,1,1,1,1,1,1,1,1,8
5607451,56064644,1,1,0.03238566,0.255288309,0.03238566,0.255288309,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
5606175,56143325,1,1,0.733644748,0.254752541,0.733644748,0.254752541,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5302311,56169445,1,1,0.031034779,0.105722548,0.031034779,0.105722548,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,1,3
5204018,56164932,2,2,1.360469704,0.062917493,1.360469704,0.062917493,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,1,1,4
5142700,51010568,2,0,12.76495759,0.040957038,12.76495759,0.040957038,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,0,0,0,1,1,1,4
5142600,51012247,1,0,6.523090371,0.12783228,6.523090371,0.12783228,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,1,1,1,4
3667060,64017505,1,2,1.140862999,0.059271901,1.140862999,0.059271901,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3666700,64005964,1,2,1.761590604,0.037394355,1.761590604,0.037394355,0,1,1,1,1,1,1,1,0,0,0,0,7,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3664802,64040606,2,2,4.050413717,0.112696253,4.050413717,0.112696253,1,1,1,1,0,1,0,0,0,0,1,1,6,1,1,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,1,0,0,0,1,1,1,5
3660200,64027268,1,2,3.128631078,0.062584692,3.128631078,0.062584692,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
3653180,64034785,2,2,5.674656148,0.075937391,5.674656148,0.075937391,1,1,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,1,4
3653120,64033788,2,2,3.136546177,0.147493803,3.136546177,0.147493803,1,1,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,3
